
Found 296/314 supported documents for type 'evidence' (Filter: INGESTED (Successful / Unique Doc IDs)):

-----------------------------------------------------------------------------------------------------------------------------------------------------------
DOC ID (Stable/Temp)                   | FILENAME                            | EXT   | TYPE       | ENB   | SIZE(MB)  | STATUS     | CHUNKS   | REF ID (Old Key)
61a1f21191bf6facb74355eee5e7326550f8de | KM1.1L206 ตัวอย่างคำสั่งแต่งตั้ง    | PDF   | evidence   | KM    | 1.07      | Ingested   | 23       | km11l206000000000000
e5046edfb46de8ccac6649a1dc566c1aa72525 | KM1.1L207 กพค.(จค) 2073 ทบทวนคณะก   | PDF   | evidence   | KM    | 0.16      | Ingested   | 2        | km11l207207300000000
6d30d0a3523c73c921f6d0798da621a9d6268b | KM1.1L208 PEA KM Model.pdf (2)      | PDF   | evidence   | KM    | 8.04      | Ingested   | 3        | km11l208peakmmodelpd
3b14ad05a9e0e2792003a133b891a4cf490add | KM1.1L209 PEA KM Model.pdf (1)      | PDF   | evidence   | KM    | 8.04      | Ingested   | 3        | km11l209peakmmodelpd
26bf1f3af49e020a4129967a537fc133a18e99 | KM1.1L210 PEA KM Model              | PDF   | evidence   | KM    | 8.04      | Ingested   | 3        | km11l210peakmmodel00
ad1e9d76797909dc51eaeb2622d8500a5fb147 | KM1.1L211 อนุมัติหลักการแต่งตั้งค   | PDF   | evidence   | KM    | 0.18      | Ingested   | 43       | km11l211199225660000
c601c9786172c1e873b688244896218a9168ef | KM1.1L305 การรับรู้และเข้าใจ ผู้บ   | PDF   | evidence   | KM    | 0.02      | Ingested   | 2        | km11l305000000000000
9180c09ef9497c2fbae72fe861579d82c1ff16 | KM1.1L306 นโยบาย KM 2567            | PDF   | evidence   | KM    | 0.91      | Ingested   | 5        | km11l306km2567000000
e260f2e9e9d22972b2e52e44974f5053c0164c | KM1.1L307 Skill Matrix              | PDF   | evidence   | KM    | 1.04      | Ingested   | 6        | km11l307skillmatrix0
46e44b1e113db549dfdf05425d5b45f5f934e5 | KM1.1L308 คำจำกัดความและเกณฑ์ Ena   | PDF   | evidence   | KM    | 0.16      | Ingested   | 19       | km11l308enablers2567
f8e9d25c4818675f3973c509b6b99654c8f45f | KM1.1L309 ผลการประเมินผู้บริหาร     | PDF   | evidence   | KM    | 0.06      | Ingested   | 4        | km11l309000000000000
e3c4087a3ccdea0c5ff58ddd791fcad4ac0bee | KM1.1L401 Mapping แผนแม่บท          | XLSX  | evidence   | KM    | 1.65      | Ingested   | 40       | km11l401mapping00000
46c471c73f3b228d623bec79a4435e4d87e59e | KM1.1L402 แผนใหม่                   | PDF   | evidence   | KM    | 0.62      | Ingested   | 18       | km11l402000000000000
5a299e4b7b38b36bba1a779e27c0ec846c4379 | KM1.1L501 Learning Form ทำแผนฯ      | PDF   | evidence   | KM    | 0.57      | Ingested   | 28       | km11l501learningform
0a7b0a58d1d892c9192b5efb7a630383c4266d | KM1.1L502 Learning Form กระบวนการ   | PDF   | evidence   | KM    | 0.34      | Ingested   | 29       | km11l502learningform
7dc125a095319053ebbd8b3941277a2f4779b6 | KM1.1L503 KM-WI-01 คู่มือการปฏิบั   | PDF   | evidence   | KM    | 2.83      | Ingested   | 39       | km11l503kmwi01000000
4512d5039acfd7b21a54a909f697317a1c7b86 | KM1.1L504 กิจกรรมสื่อสารแผนฯ        | PDF   | evidence   | KM    | 0.71      | Ingested   | 1        | km11l504000000000000
1dc5a9620b7e79cafadca79b409bb52a58618c | KM1.1L505 Sipoc กระบวนการจัดทำแผน   | PDF   | evidence   | KM    | 1.45      | Ingested   | 4        | km11l505sipoc0000000
40e2821f59b9115195db6554300d7adc80a491 | KM1.2L10 KM1.2L103 ตัวอย่าง Skill   | JPG   | evidence   | KM    | 0.17      | Ingested   | 8        | km12l10km12l103skill
e9b9528601323fdbb73ad40d9111fe793732a0 | KM1.2L101 อนุมัติหลักการแต่งตั้งค   | PDF   | evidence   | KM    | 0.18      | Ingested   | 43       | km12l101199225660000
f822e2f852c8b7427a6959126d0df91262c9d5 | KM1.2L102 เกณฑ์และพฤติกรรมที่คาดห   | PDF   | evidence   | KM    | 1.04      | Ingested   | 6        | km12l102000000000000
963a332c4cf71af9c345991087e894d4aa2bf1 | KM1.2L103 กพค.(จค) 370 จัดทำ Skil   | PDF   | evidence   | KM    | 0.25      | Ingested   | 3        | km12l103370skillmatr
a2d2c110a0a20e7dca2e8e0ec4b1132b901387 | KM1.2L201 เกณฑ์และพฤติกรรมที่คาดห   | PDF   | evidence   | KM    | 1.04      | Ingested   | 6        | km12l201000000000000
9f207c88cd18931674b568c797073909c9f9b2 | KM1.2L202 นโยบาย KM 2567            | PDF   | evidence   | KM    | 0.91      | Ingested   | 5        | km12l202km2567000000
aaa7c7dfb78e30ecf2a2ad1da5fd281830318a | KM1.2L203 กพค.(จค) 370 จัดทำ Skil   | PDF   | evidence   | KM    | 0.25      | Ingested   | 3        | km12l203370skillmatr
000ff197115c406d30894b6a9f9991ebaeb899 | KM1.2L204 ประเมิน Skill Matrix      | PNG   | evidence   | KM    | 0.09      | Ingested   | 4        | km12l204skillmatrix0
0fa53f62afd6d0fe1564ec29a7405ad1c504fd | KM1.2L301 แผนแม่บท ปรับปรุงครั้งท   | PDF   | evidence   | KM    | 4.71      | Ingested   | 281      | km12l301400000000000
555c53dc9bce489269b7ec83d637b9fa34a8a6 | KM1.2L302 ตัวอย่างจัดกิจกรรม ของท   | PDF   | evidence   | KM    | 2.61      | Ingested   | 4        | km12l302000000000000
644ba2c1e1ecbb3179531767ace7acf4bd3530 | KM1.2L303 แผนแม่บท ปรับปรุงครั้งท   | PDF   | evidence   | KM    | 3.21      | Ingested   | 104      | km12l303400000000000
096e7c66478d515dcddef4cfc90f63b0241d92 | KM1.2L304 แผนแม่บท ในระบบ KM-Si     | JPG   | evidence   | KM    | 0.19      | Ingested   | 39       | km12l304kmsi00000000
fa9b9e385af5a59aec826cf2310eda7337231d | KM1.2L305 LINE_ALBUM_งาน peacon20   | JPG   | evidence   | KM    | 0.39      | Ingested   | 35       | km12l305linealbumpea
520d061b25dcf451f6fe4f05324f8a4a86c8cc | KM1.2L401 ตัวอย่าง K Landscape สต   | PDF   | evidence   | KM    | 0.17      | Ingested   | 27       | km12l401klandscape00
99947b2dbc73225898848844dca5e931fca77e | KM1.2L402 ตัวอย่าง K Landscape สา   | PDF   | evidence   | KM    | 0.28      | Ingested   | 24       | km12l402klandscape00
243d15ddc16f96df9565b06bc7595d399248ee | KM1.2L403 ผลประเมินผู้บริหาร        | PDF   | evidence   | KM    | 0.08      | Ingested   | 7        | km12l403000000000000
d1bae31659e4083a4adb8d813c82e8f7c87355 | KM1.2L404 ตัวอย่างจัดกิจกรรม ของท   | PDF   | evidence   | KM    | 2.61      | Ingested   | 4        | km12l404000000000000
2e399d8dc133441ff443b3bbadb19db6d3eb8c | KM1.2L501 Skill Matrix              | PDF   | evidence   | KM    | 1.04      | Ingested   | 6        | km12l501skillmatrix0
0118b74bb157bccab23c04e6505d5d23682e4b | KM1.2L502 ผลประเมินผู้บริหาร นำมา   | PDF   | evidence   | KM    | 0.18      | Ingested   | 10       | km12l502000000000000
c4303b733a347fd43d17f27175ad92ecdd35ae | KM1.2L506 ดูงาน egat 2              | PNG   | evidence   | KM    | 0.95      | Ingested   | 30       | km12l506egat20000000
05564448cca71c448af77e78cdb562b4ebccb6 | KM1.2L507 ดูงาน egat                | PNG   | evidence   | KM    | 0.82      | Ingested   | 37       | km12l507egat00000000
667bbfaa7fa2e19a38b2c8fa7c23a0e99e2bee | KM1.2L508 ดูงาน ptt (1)             | JPG   | evidence   | KM    | 0.18      | Ingested   | 16       | km12l508ptt100000000
fce957e3edefd7728bcfbee96b0f97df8f8842 | KM1.2L509 ดูงาน ptt (2)             | JPG   | evidence   | KM    | 0.15      | Ingested   | 20       | km12l509ptt200000000
77973d4d692f62d2e9c683a6a0ae84d7c0bc24 | KM1.2L510 ดูงาน ptt (3)             | JPG   | evidence   | KM    | 0.15      | Ingested   | 18       | km12l510ptt300000000
e1c3c53db674f69791526ff18152ccd65ad946 | KM2.1L101 Sipoc ทำแผน               | PDF   | evidence   | KM    | 1.02      | Ingested   | 5        | km21l101sipoc0000000
b26d1453ea81dbf09848ac1903c91548a4f9a4 | KM2.1L102 รายงานการประชุม คณะ Cor   | PDF   | evidence   | KM    | 0.22      | Ingested   | 3        | km21l102corebusiness
ddcad92841dbde43c23cbbf6f121e25cb93b0d | KM2.1L103 ภาพประชุม                 | PDF   | evidence   | KM    | 0.53      | Ingested   | 4        | km21l103000000000000
0cf5e7c08eb49878ec97359eb92b46192d8e1a | KM2.1L104 ตัวอย่างรายงานผลการดำเน   | PDF   | evidence   | KM    | 0.16      | Ingested   | 28       | km21l104300000000000
e6419b9fc9f2d65f5ae06ef5f5ab63c13c889f | KM2.1L201 แผนยุทธศาสตร์             | PDF   | evidence   | KM    | 2.18      | Ingested   | 42       | km21l201000000000000
3941ceabe159fb500c7550dd97d5c5ffb67449 | KM2.1L202 แผนแม่บท ปรับปรุงครั้งท   | PDF   | evidence   | KM    | 3.21      | Ingested   | 104      | km21l202400000000000
54b3102de86fabe1bba8caa1cbc75c83f11660 | KM2.1L203 แผนแม่บท ปรับปรุงครั้งท   | PDF   | evidence   | KM    | 8.51      | Ingested   | 166      | km21l2034pdf10000000
526b96842a704621521c056ba93d7d2b216d88 | KM2.1L204 Sipoc ทำแผน               | PDF   | evidence   | KM    | 1.02      | Ingested   | 5        | km21l204sipoc0000000
0591707c21aefbd6f4ca130d1a573b909bff14 | KM2.1L301 ผลประเมิน                 | PDF   | evidence   | KM    | 0.03      | Ingested   | 1        | km21l301000000000000
60a8b7e8f74ba5157f1d4f064c781d76d5d1c8 | KM2.1L302 การวางแผนการดำเนินงาน K   | PDF   | evidence   | KM    | 0.06      | Ingested   | 2        | km21l302kmactionplan
6a6755478d87b57ca45710f742fcf5350f065f | KM2.1L303 แผนแม่บท ในระบบ KM-Si     | JPG   | evidence   | KM    | 0.19      | Ingested   | 39       | km21l303kmsi00000000
efd3cdaec73d59bd2f5dacfac0c9081b0e91f5 | KM2.1L304 ตัวอย่างจัดกิจกรรม ของท   | PDF   | evidence   | KM    | 2.61      | Ingested   | 4        | km21l304000000000000
8e25b290574f6d65ef0c479d2406e46991a72d | KM2.1L401 Sipoc ทำแผน               | PDF   | evidence   | KM    | 1.02      | Ingested   | 5        | km21l401sipoc0000000
8f9849f128b8e883a444ac2b4e0022c2d1f591 | KM2.1L402 กพค.(จค) 1866             | PDF   | evidence   | KM    | 0.15      | Ingested   | 25       | km21l402186600000000
f20fb2d4080ec699916d29696b3de35ffc9392 | KM2.1L403 มติประชุม ไตรมาส 3        | PDF   | evidence   | KM    | 0.14      | Ingested   | 1        | km21l403300000000000
724946f0c21db7a038d8e0ac8ace520339e3ae | KM2.1L404 การวางแผนการดำเนินงาน K   | PDF   | evidence   | KM    | 0.06      | Ingested   | 2        | km21l404kmactionplan
1fa19915eaeb2e53debd4746974fbb3e5b3413 | KM2.1L405 PEA KM Master Plan_สำหร   | PDF   | evidence   | KM    | 4.10      | Ingested   | 86       | km21l405peakmmasterp
9ed191417ef414822b227d22f0d06d908cc8fa | KM2.1L406 ติดตามผลผ่านระบบ km-sur   | PNG   | evidence   | KM    | 0.17      | Ingested   | 6        | km21l406kmsurvey0000
f6883fd775613ea2c905c70c25376790864b67 | KM2.1L407 ติดตามผลผ่านระบบ km-sur   | PNG   | evidence   | KM    | 0.17      | Ingested   | 6        | km21l407kmsurveypng1
7ad98bfcbe86bb76b5bc16a535ce1323338552 | KM2.1L501 Learning Form ทำแผนฯ      | PDF   | evidence   | KM    | 0.57      | Ingested   | 28       | km21l501learningform
0ca7bfc799ff01204ef97ad44b871d55371c18 | KM2.1L502 PEA KM Master Plan_สำหร   | PDF   | evidence   | KM    | 1.42      | Ingested   | 64       | km21l502peakmmasterp
7a427692d847a6af05ce1865a7e9f074a1b670 | KM2.1L503 Sipoc หลังปรับ            | PDF   | evidence   | KM    | 1.45      | Ingested   | 4        | km21l503sipoc0000000
78d81b985f4a1ea9c87052b7d21af7e0742401 | KM2.2L101 เกณฑ์การจัดสรรร           | PDF   | evidence   | KM    | 0.12      | Ingested   | 4        | km22l101000000000000
38c6861c3b3c3de972f18c3ac1cdcbea8ad86a | KM2.2L102 ขอบเขตงาน                 | PDF   | evidence   | KM    | 0.05      | Ingested   | 1        | km22l102000000000000
d8765cb95076f25111c0e595eaa96e5c46f0a6 | KM2.2L103 ใบสั่งจ้าง                | PDF   | evidence   | KM    | 5.24      | Ingested   | 75       | km22l103000000000000
c28c061a582cd8198cd0bc74b74e2f7be208d4 | KM2.2L104 อนุมัติหลักการ KM Imple   | PDF   | evidence   | KM    | 1.00      | Ingested   | 5        | km22l104kmimplementa
1f307213da78e4c160f3f4dcb395934c2766f4 | KM2.2L105 อนุมัติ Implementation    | PDF   | evidence   | KM    | 4.51      | Ingested   | 81       | km22l105implementati
73dc2beeee6725bc45c8ffa272d2abaff94fab | KM2.2L201 เกณฑ์การจัดสรรร           | PDF   | evidence   | KM    | 0.12      | Ingested   | 4        | km22l201000000000000
bfc4d48cf4c1b7b11e69c54b1de8c9b3418ff8 | KM2.2L202 ตัวอย่างการดำเนินการจัด   | PDF   | evidence   | KM    | 0.45      | Ingested   | 8        | km22l202000000000000
63e64550df89f1eefac95cec6ff2739c551cfb | KM2.2L203 ตัวอย่างการดำเนินการจัด   | PDF   | evidence   | KM    | 1.00      | Ingested   | 11       | km22l203300000000000
985f469f95067e070e47820a96be3da52cd6b0 | KM2.2L204 ตัวอย่างการดำเนินการจัด   | PDF   | evidence   | KM    | 1.23      | Ingested   | 49       | km22l204200000000000
4b2d0a8101b4e64dcbcdf0ddaddb497f760999 | KM2.2L301 แผนแม่บท ปรับปรุงครั้งท   | PDF   | evidence   | KM    | 3.21      | Ingested   | 104      | km22l301400000000000
4bec1c05231e1a85a2866eac3fd6756e895b8c | KM2.2L302 งบประมาณในแผนแม่บท        | PDF   | evidence   | KM    | 1.08      | Ingested   | 68       | km22l302000000000000
759cd5850f1e610a3d2207a41c5ec191af2e03 | KM2.2L303 ตัวอย่างการดำเนินการจัด   | PDF   | evidence   | KM    | 0.45      | Ingested   | 8        | km22l303000000000000
4c83c99fb7e3e85a3aa6a90c8f8d0d16fbf2f5 | KM2.2L304 แจ้งการจัดสรรงบ           | PDF   | evidence   | KM    | 0.24      | Ingested   | 3        | km22l304000000000000
290af46bb95b74b1fb5886985d3980ac378349 | KM2.2L305 ตัวอย่างหนังสือให้ดำเนิ   | PDF   | evidence   | KM    | 0.16      | Ingested   | 2        | km22l305000000000000
cb2de4c730cb95ec684e27fbd8d5deeb35a55c | KM2.2L306 การวางแผนการดำเนินงาน K   | PDF   | evidence   | KM    | 0.06      | Ingested   | 2        | km22l306kmactionplan
c6e8cb81b053d27689bf98e9d4deaf1053e0ff | KM2.2L401 process การดำเนินงาน 10   | PDF   | evidence   | KM    | 0.04      | Ingested   | 1        | km22l401process10000
03d96c2ecbced99b2d7851057cc25f52704935 | KM2.2L402 ผลการดำเนนิงาน รายงานบอ   | PDF   | evidence   | KM    | 0.06      | Ingested   | 3        | km22l402300000000000
263349ed313571d9666e3202cb6bb0d1c61dca | KM2.2L403 km-survey 3               | JPG   | evidence   | KM    | 0.07      | Ingested   | 11       | km22l403kmsurvey3000
369f9e62ec3128244cc7635d2abdae546b032c | KM2.2L404 km-survey 2               | JPG   | evidence   | KM    | 0.09      | Ingested   | 4        | km22l404kmsurvey2000
a14e25d804f32711612599d8bc237dffcc9789 | KM2.2L405 km-survey                 | JPG   | evidence   | KM    | 0.11      | Ingested   | 3        | km22l405kmsurvey0000
ac1b7077ab33e2dd44062e4750cd4e8df3b4fe | KM2.2L406 ตัวอย่างผลการดำเนินงาน    | PDF   | evidence   | KM    | 1.79      | Ingested   | 1        | km22l406300000000000
04de84c99f7103dddbbe45c6eeea76541bb308 | KM2.2L501 ให้ประเมินผลการดำเนินงา   | PDF   | evidence   | KM    | 0.16      | Ingested   | 2        | km22l501km2567000000
6269988bd2ddaccf57d02515e36bc2d2f556c2 | KM2.2L502 ขอ user canva             | PDF   | evidence   | KM    | 0.24      | Ingested   | 9        | km22l502usercanva000
7c42011da8139897abcc6573ec3a5eae4d6d27 | KM2.2L503 ขอ user canva 2           | PDF   | evidence   | KM    | 0.21      | Ingested   | 9        | km22l503usercanva200
33bff3fdf69a216d825e625b1e316279375fd3 | KM2.2L504 ความพึงพอใจ จัดสรรงบ IT   | PDF   | evidence   | KM    | 0.04      | Ingested   | 2        | km22l504it0000000000
c59a8112a6c393f09db4ce3334ee09b6011781 | KM3.1L101 3.1-1 แผนการสื่อสารด้าน   | PDF   | evidence   | KM    | 0.23      | Ingested   | 3        | km31l101311256710000
e6a3d89054d8904dcf0bef82e9f33e76e426a3 | KM3.1L102 3.1-1 รูปภาพกิจกรรม Onb   | PDF   | evidence   | KM    | 0.97      | Ingested   | 1        | km31l102311onboardin
42ef068bd480655a1168bd443cf08658715ce6 | KM3.1L103 3.1-1 รูปภาพการเสวนาในห   | PDF   | evidence   | KM    | 1.04      | Ingested   | 1        | km31l103311peakmiso3
bace49574bcad9eabf13ed03c99895c57d07b9 | KM3.1L104 3.1-1 นโยบายการจัดการคว   | PDF   | evidence   | KM    | 2.31      | Ingested   | 6        | km31l104311km2567000
45722f356e7d99e593a86c4214729248ea4a1b | KM3.1L201 รายงานการจัดฝึกอบรม ด้า   | PDF   | evidence   | KM    | 0.13      | Ingested   | 19       | km31l201256700000000
f467c008814b71db684e761872414ffcb384d4 | KM3.1L202 แผนพัฒนารายบุคคล (IDP)    | PDF   | evidence   | KM    | 0.22      | Ingested   | 1        | km31l202idp000000000
8c4f1620997a6fcf5a079ebbd56bb6bcaab42d | KM3.1L203 3.1-2 ระบบประเมินผลการป   | PDF   | evidence   | KM    | 0.59      | Ingested   | 1        | km31l203312peata0000
ee74c75fb8a4f88d23d6b8f35b7414d7acae85 | KM3.1L204 3.1-2 แผนฝึกอบรมด้านการ   | PDF   | evidence   | KM    | 1.29      | Ingested   | 73       | km31l204312256700000
b174a1010dc88eb92711cc8ac9c28555089f01 | KM3.1L205 แผนที่การจัดกิจกรรมการจ   | PDF   | evidence   | KM    | 2.64      | Ingested   | 15       | km31l205256700000000
2fb56612cc2e0eaca8f69160d9ddb275f620a8 | KM3.1L301 แผนที่การจัดกิจกรรมการจ   | PDF   | evidence   | KM    | 2.64      | Ingested   | 15       | km31l301256700000000
57a0584c0a313ea9dc4c607acf7a15a6217815 | KM3.1L302 ภาพงานประชุมวิชาการและน   | PDF   | evidence   | KM    | 4.23      | Ingested   | 1        | km31l3022567peaconin
e407814b97f1724f29d3ae547dc7bc137db55d | KM3.1L303 อนุมัติการจัดสรรงบประมา   | PDF   | evidence   | KM    | 4.51      | Ingested   | 81       | km31l303implementati
b6ebfb8da32709d9eda2787f72710f4e45c69d | KM3.1L304 ภาพการจัดงาน Innovation   | PDF   | evidence   | KM    | 2.28      | Ingested   | 1        | km31l304innovationkm
f5dd09fa2d784e2a25fbe18f976f30c7a4f6fd | KM3.1L305 รูปการจัดกิจกรรม KM Tra   | PDF   | evidence   | KM    | 2.10      | Ingested   | 1        | km31l305kmtrainingda
3b2f99ce7448c178e6d69cc230c79f7057af54 | KM3.1L306 การจัดกิจกรรม PEANE3 KM   | PDF   | evidence   | KM    | 1.98      | Ingested   | 26       | km31l306peane3kmshow
bfad32691a6144f79393d40271710ccf3f3133 | KM3.1L307 การจัดกิจกรรม KM Day ขอ   | PDF   | evidence   | KM    | 1.82      | Ingested   | 46       | km31l307kmday3000000
9c4abf15bc98c547f93637e68596d8bfc09ed8 | KM3.1L308 PEA C2 KM Sharing Day 2   | PDF   | evidence   | KM    | 1.13      | Ingested   | 55       | km31l308peac2kmshari
e4b1f9fe998f878a31717123314f4aedfb546b | KM3.1L309 ระบบรายงานผลการดำเนินงา   | PDF   | evidence   | KM    | 0.26      | Ingested   | 1        | km31l309000000000000
95088474c75b197f1080213f16b39a84ee5465 | KM3.1L401 กิจกรรมการจัดการความรู้   | PDF   | evidence   | KM    | 2.64      | Ingested   | 15       | km31l401256700000000
791436ead6b87ac9662409e9b3eba9162f6d9c | KM3.1L402 3.1-4การยกย่องชมเชยต่อส   | PDF   | evidence   | KM    | 1.77      | Ingested   | 1        | km31l402314buildingt
6ae60e497673eb86524d30e8625347f6a78723 | KM3.1L403 3.1-4 การมอบรางวัล ในกา   | PDF   | evidence   | KM    | 0.84      | Ingested   | 1        | km31l4033142567p0000
7315c1170e4e989448657a3f0f4d632f730716 | KM3.1L404 3.1-4 การยกย่องชมเชยต่อ   | PDF   | evidence   | KM    | 0.39      | Ingested   | 1        | km31l404314km0000000
34924208d8023bd86201c8b1ce086d61a9a0bf | KM3.1L405 3.1-4การมอบรางวัลการจัด   | PDF   | evidence   | KM    | 10.26     | Ingested   | 1        | km31l405314112567000
66b8fcac0b1d7a64958d1febb8d82dd5043ec8 | KM3.1L406 3.1-4 การยกย่องชมเชยต่อ   | PDF   | evidence   | KM    | 3.79      | Ingested   | 1        | km31l406314kmpeacon2
e38bae5e4d1e9a6ff61bba5441632611357826 | KM3.1L501 3.1-5 ผลประเมินความความ   | PNG   | evidence   | KM    | 0.17      | Ingested   | 18       | km31l501315256700000
403ab242e083a4dd1f161f5a2547337a29c6cd | KM3.1L502 3.1-5 Line Openchat ในช   | PDF   | evidence   | KM    | 0.60      | Ingested   | 1        | km31l502315lineopenc
359a28cfd6f6214a010c8009a1c4488bb50401 | KM3.1L503 ตัวอย่างการปรับเปลี่ยนว   | PDF   | evidence   | KM    | 1.11      | Ingested   | 1        | km31l503000000000000
f89ea5a977e5fa8e51d02c7ad41d1d7c883e98 | KM3.1L504 หลักสูตร Organizational   | PDF   | evidence   | KM    | 1.44      | Ingested   | 1        | km31l504organization
14ad2b392c664fd2b752eacdac542ee3efb3e3 | KM3.1L505 3.1-5 ตัวอย่างการมอบราง   | PDF   | evidence   | KM    | 0.53      | Ingested   | 1        | km31l505315peacon202
81f578b00b181226255c21ea22405f704cbf9c | KM3.2L101 การปรับปรุงพื้นที่ Cowo   | PDF   | evidence   | KM    | 2.16      | Ingested   | 1        | km32l101coworkingspa
87df26db7f7e856733d02fcb5fd53ed44c5d3a | KM3.2L102 รูปการจัดหลักสูตร อบรมเ   | PDF   | evidence   | KM    | 2.64      | Ingested   | 10       | km32l102jenkinspipel
d2fae6c6adbd3d4ab2bbb2fe2f7db1310cc13a | KM3.2L103 ภาพงานประชุมวิชาการและน   | PDF   | evidence   | KM    | 4.23      | Ingested   | 1        | km32l1032567peaconin
9c50adc6a054f7ffde3e69c2251f69bfe9a9ab | KM3.2L104 3.2-1การตอบรับการเข้าร่   | PDF   | evidence   | KM    | 5.95      | Ingested   | 6        | km32l1043212567peaco
20d8f6c75a6225296a9f9c83ee972f2c4ea681 | KM3.2L105 ชุมชนนักปฏิบัติ (KM PEA   | PDF   | evidence   | KM    | 0.72      | Ingested   | 1        | km32l105kmpeacop0000
f033a29414734c824424ecdd5af91e6789df1e | KM3.2L106 3.2-1 Line Openchat ในช   | PDF   | evidence   | KM    | 0.60      | Ingested   | 1        | km32l106321lineopenc
7682d9c624226437eb390106dce46eaf5fe6ca | KM3.2L107 3.2-1 ผลประเมินความพึงพ   | PNG   | evidence   | KM    | 0.13      | Ingested   | 18       | km32l107321kmsi00000
444933e7b3eeb7ddae8709d25580a40cb1ee38 | KM3.2L201 3.2-2 นโยบายการจัดการคว   | PDF   | evidence   | KM    | 2.31      | Ingested   | 6        | km32l201322km2567000
d38cb051963feb1caa262e28dda36b68bba3c6 | KM3.2L202 3.2-2 ผลวัฒนธรรมองค์กรแ   | PNG   | evidence   | KM    | 0.16      | Ingested   | 20       | km32l202322000000000
6ad4b8352ab2e54c1c3c7c89b1a64966ed7844 | KM3.2L203 3.2-2 ร้อยละการแสดงพฤติ   | PDF   | evidence   | KM    | 0.10      | Ingested   | 1        | km32l203322trusted25
798dbdeb4af86f88c213d6c8c8bcae38f1321b | KM3.2L301 3.2-3 โครงการพัฒนาบุคลา   | PDF   | evidence   | KM    | 5.01      | Ingested   | 1        | km32l301323artificia
cee68f2adbfb4f1a7953e581b949953703d48f | KM3.2L302 3.2-3 การจัดงาน PEA Biz   | PDF   | evidence   | KM    | 2.55      | Ingested   | 123      | km32l302323peabiztec
b6efb175e7654788bba856824d9354089bbd18 | KM3.2L303 3.2-3 รูปภาพโครงการ Sho   | PDF   | evidence   | KM    | 0.96      | Ingested   | 1        | km32l303323showandsh
de3bf7f19cfa60f1414c48ea758eaa2f256306 | KM3.2L304 3.2-3หลักสูตร Critical    | PDF   | evidence   | KM    | 0.91      | Ingested   | 1        | km32l304323criticalk
2660d90421bd4f72159b62c40d741e4767782b | KM3.2L305 3.2-3 สรุป Show and Sha   | PDF   | evidence   | KM    | 0.04      | Ingested   | 2        | km32l305323showandsh
