-----------------------------------------------------------------------------------------------------------------------------------------------------------
DOC ID (Stable/Temp)                   | FILENAME                            | EXT   | TYPE       | ENB   | SIZE(MB)  | STATUS     | CHUNKS   | REF ID (Old Key)
30245bf7215ff3357c021b04832389170cddd8 | KM1.1L204 อนุมัติหลักการแต่งตั้งค   | PDF   | evidence   | KM    | 0.18      | Ingested   | 43       | km11l204-1992-2566
636d8e620c148e7551d9716abae960f584a33f | KM1.1L205 ตัวอย่างคำสั่งแต่งตั้ง    | PDF   | evidence   | KM    | 5.60      | Ingested   | 160      | km1
863445e31b9d8a180b0f478a09f8bc2aef2bab | KM1.1L206 ตัวอย่างคำสั่งแต่งตั้ง    | PDF   | evidence   | KM    | 1.07      | Ingested   | 23       | km1
e69c1f522dc9157fd22a09d29f77509a4cc156 | KM1.1L207 กพค.(จค) 2073 ทบทวนคณะก   | PDF   | evidence   | KM    | 0.16      | Ingested   | 2        | km11l207
5b2003716528a68d5f534cb66e62d6aa2846b8 | KM1.1L208 PEA KM Model.pdf (2)      | PDF   | evidence   | KM    | 8.04      | Ingested   | 3        | km11l208-pea-km-mode
e585fbc01fa5c7c1dfd74b3ba160b5b4733a2e | KM1.1L209 PEA KM Model.pdf (1)      | PDF   | evidence   | KM    | 8.04      | Ingested   | 3        | km11l209-pea-km-mode
f9187020928505940841e7dcb1cb1778d20266 | KM1.1L210 PEA KM Model              | PDF   | evidence   | KM    | 8.04      | Ingested   | 3        | km1
e7f6cf54927891fa1f3b91d67b0169ee3967c9 | KM1.1L211 อนุมัติหลักการแต่งตั้งค   | PDF   | evidence   | KM    | 0.18      | Ingested   | 43       | km11l211
6d201baa125825b440f13b7e7388918906fa58 | KM1.1L305 การรับรู้และเข้าใจ ผู้บ   | PDF   | evidence   | KM    | 0.02      | Ingested   | 2        | km1
690d8ef6a9dc3ec8ffc09782e7ae024dd5998e | KM1.1L306 นโยบาย KM 2567            | PDF   | evidence   | KM    | 0.91      | Ingested   | 5        | km1
5cf7336e1b16c38a65cae8e16fc6d024921c06 | KM1.1L307 Skill Matrix              | PDF   | evidence   | KM    | 1.04      | Ingested   | 6        | km1
e1403b46dc835dbf93654555a1476228c13275 | KM1.1L308 คำจำกัดความและเกณฑ์ Ena   | PDF   | evidence   | KM    | 0.16      | Ingested   | 19       | km11l308-enablers-25
e23026cf75137dc054ac15bb8773c650e11f9c | KM1.1L309 ผลการประเมินผู้บริหาร     | PDF   | evidence   | KM    | 0.06      | Ingested   | 4        | km1
595004b5fb0ccce0cee305dfa3b0340df6b9de | KM1.1L401 Mapping แผนแม่บท          | XLSX  | evidence   | KM    | 1.65      | Ingested   | 40       | km1
43a93db1a298dab9a16e8070efe783698ca405 | KM1.1L402 แผนใหม่                   | PDF   | evidence   | KM    | 0.62      | Ingested   | 18       | km1
32f502760323f785c11080fba7f9a5d53a6391 | KM1.1L501 Learning Form ทำแผนฯ      | PDF   | evidence   | KM    | 0.57      | Ingested   | 28       | km1
b24845293b03303fca1d1a738b095ec7240790 | KM1.1L502 Learning Form กระบวนการ   | PDF   | evidence   | KM    | 0.34      | Ingested   | 29       | km1
76eae1e20bf9e98f655f4b0792359e6b50838d | KM1.1L503 KM-WI-01 คู่มือการปฏิบั   | PDF   | evidence   | KM    | 2.83      | Ingested   | 39       | km11l503-km-wi-01
198e350a509260bd16c6f467bdddcbebfdb8ee | KM1.1L504 กิจกรรมสื่อสารแผนฯ        | PDF   | evidence   | KM    | 0.71      | Ingested   | 1        | km1
70edd9afb50760eae9b49833fc8e3ff0314c4d | KM1.1L505 Sipoc กระบวนการจัดทำแผน   | PDF   | evidence   | KM    | 1.45      | Ingested   | 4        | km1
117ab40d0644008b32b8c22e90557887e8182b | KM1.2L10 KM1.2L103 ตัวอย่าง Skill   | JPG   | evidence   | KM    | 0.17      | Ingested   | 8        | km12l10-km1
d3e60b1f51da6f0f15d00774cfe3ccf53b04e1 | KM1.2L101 อนุมัติหลักการแต่งตั้งค   | PDF   | evidence   | KM    | 0.18      | Ingested   | 43       | km12l101
76178b6e820faa1ed1aa69e6d65f62d9753fc5 | KM1.2L102 เกณฑ์และพฤติกรรมที่คาดห   | PDF   | evidence   | KM    | 1.04      | Ingested   | 6        | km1
36c15afbaca65f2ca5160a747ad4a234a9eb4f | KM1.2L103 กพค.(จค) 370 จัดทำ Skil   | PDF   | evidence   | KM    | 0.25      | Ingested   | 3        | km12l103
5fbaa9f9ff8e240006a04083199e0b1e3f1b2f | KM1.2L201 เกณฑ์และพฤติกรรมที่คาดห   | PDF   | evidence   | KM    | 1.04      | Ingested   | 6        | km1
ffaa7e8b407050404d7517b054f474304e9cb4 | KM1.2L202 นโยบาย KM 2567            | PDF   | evidence   | KM    | 0.91      | Ingested   | 5        | km1
3d25bded13ec24842ec4932ef874e43c9d7afe | KM1.2L203 กพค.(จค) 370 จัดทำ Skil   | PDF   | evidence   | KM    | 0.25      | Ingested   | 3        | km12l203
ee84820aa08152e60c2adcaebfa0b699b6f4ed | KM1.2L204 ประเมิน Skill Matrix      | PNG   | evidence   | KM    | 0.09      | Ingested   | 4        | km1
e5fcb5eada439afb3f8e5cf9f068415468110b | KM1.2L301 แผนแม่บท ปรับปรุงครั้งท   | PDF   | evidence   | KM    | 4.71      | Ingested   | 160      | km1
8df92732c818136a0b9fbb2a1c82f53634e106 | KM1.2L302 ตัวอย่างจัดกิจกรรม ของท   | PDF   | evidence   | KM    | 2.61      | Ingested   | 4        | km1
c40750b56e580952b9a4004da20a4a9931d272 | KM1.2L303 แผนแม่บท ปรับปรุงครั้งท   | PDF   | evidence   | KM    | 3.21      | Ingested   | 104      | km1
0cf1117da362aab768ef1cc2c8a1121e7b25f3 | KM1.2L304 แผนแม่บท ในระบบ KM-Si     | JPG   | evidence   | KM    | 0.19      | Ingested   | 39       | km1
ee94bbfd59eca47d7dabcbf1ddefc48caf81c7 | KM1.2L305 LINE_ALBUM_งาน peacon20   | JPG   | evidence   | KM    | 0.39      | Ingested   | 35       | km1
0053696b52dc755673a252cbd1eeb53235a622 | KM1.2L401 ตัวอย่าง K Landscape สต   | PDF   | evidence   | KM    | 0.17      | Ingested   | 27       | km12l401-k-landscape
b40b58b6d702ee5fb513de821a44c3c799e9f2 | KM1.2L402 ตัวอย่าง K Landscape สา   | PDF   | evidence   | KM    | 0.28      | Ingested   | 24       | km1
f632c5c11e63286f4f5c54ea714de37c908f5a | KM1.2L403 ผลประเมินผู้บริหาร        | PDF   | evidence   | KM    | 0.08      | Ingested   | 7        | km1
5ba0caa40be2fd7a686787ae81654457ba5abf | KM1.2L404 ตัวอย่างจัดกิจกรรม ของท   | PDF   | evidence   | KM    | 2.61      | Ingested   | 4        | km1
284d7311ffc3803e6a33412bd84be834a74bb5 | KM1.2L501 Skill Matrix              | PDF   | evidence   | KM    | 1.04      | Ingested   | 6        | km1
3683426fb72363ef874a181601cf5f92f46551 | KM1.2L502 ผลประเมินผู้บริหาร นำมา   | PDF   | evidence   | KM    | 0.18      | Ingested   | 10       | km1
643274951cff140b330a440a0eb1f0558eda4f | KM1.2L506 ดูงาน egat 2              | PNG   | evidence   | KM    | 0.95      | Ingested   | 30       | km1
db625960ac5550486487fc80bbee9225e479cf | KM1.2L507 ดูงาน egat                | PNG   | evidence   | KM    | 0.82      | Ingested   | 37       | km1
f7d9e24406429f31cf806da1e26ff5b513aabb | KM1.2L508 ดูงาน ptt (1)             | JPG   | evidence   | KM    | 0.18      | Ingested   | 16       | km1
6edc421dd37df3607dfc1cb04f300f2221895b | KM1.2L509 ดูงาน ptt (2)             | JPG   | evidence   | KM    | 0.15      | Ingested   | 20       | km1
b3ec68f96f5ad9f8fa6cd50dbde23c1e131250 | KM1.2L510 ดูงาน ptt (3)             | JPG   | evidence   | KM    | 0.15      | Ingested   | 18       | km1
79604eb53a75039ff9162274819163ce8df567 | KM2.1L101 Sipoc ทำแผน               | PDF   | evidence   | KM    | 1.02      | Ingested   | 5        | km2
19eedf427e857c3403b79af9c3cd57a1d86269 | KM2.1L102 รายงานการประชุม คณะ Cor   | PDF   | evidence   | KM    | 0.22      | Ingested   | 3        | km2
7788c1944b29f1c58aedfcd4929128a924eca8 | KM2.1L103 ภาพประชุม                 | PDF   | evidence   | KM    | 0.53      | Ingested   | 4        | km2
2545094c422596e27c5421a6c7fb225ae44e85 | KM2.1L104 ตัวอย่างรายงานผลการดำเน   | PDF   | evidence   | KM    | 0.16      | Ingested   | 28       | km2
f5d5d30fb6a12722ef5046acd4756551aea946 | KM2.1L201 แผนยุทธศาสตร์             | PDF   | evidence   | KM    | 2.18      | Ingested   | 80       | km2
83f62354d417273712a21b613263a917926504 | KM2.1L202 แผนแม่บท ปรับปรุงครั้งท   | PDF   | evidence   | KM    | 3.21      | Ingested   | 104      | km2
2f893246dbca6417fbe2f7945afb487611db01 | KM2.1L203 แผนแม่บท ปรับปรุงครั้งท   | PDF   | evidence   | KM    | 8.51      | Ingested   | 166      | km21l203-4
585ce34863eeb98dbde3a17dddda81057ede45 | KM2.1L204 Sipoc ทำแผน               | PDF   | evidence   | KM    | 1.02      | Ingested   | 5        | km2
def7c8e4e97a90a206551b8c5e934c9c0a8c49 | KM2.1L301 ผลประเมิน                 | PDF   | evidence   | KM    | 0.03      | Ingested   | 1        | km2
aad1b438f820d1a0bdb6c685062ce8ef9d02d8 | KM2.1L302 การวางแผนการดำเนินงาน K   | PDF   | evidence   | KM    | 0.06      | Ingested   | 2        | km2
843c5861090a45cdd24ed2a52ee4b7f302710f | KM2.1L303 แผนแม่บท ในระบบ KM-Si     | JPG   | evidence   | KM    | 0.19      | Ingested   | 39       | km2
c05395f1d693139f601e83bf11a9fc8f6bfce6 | KM2.1L304 ตัวอย่างจัดกิจกรรม ของท   | PDF   | evidence   | KM    | 2.61      | Ingested   | 4        | km2
85578f958baaed8a78e88ff80ac61aa5125152 | KM2.1L401 Sipoc ทำแผน               | PDF   | evidence   | KM    | 1.02      | Ingested   | 5        | km2
98ac17d31e9cb96ead8228c07cff5e87d24458 | KM2.1L402 กพค.(จค) 1866             | PDF   | evidence   | KM    | 0.15      | Ingested   | 25       | km21l402
6cf800c5e896c0e1e44d3654ba21f79b75c9f4 | KM2.1L403 มติประชุม ไตรมาส 3        | PDF   | evidence   | KM    | 0.14      | Ingested   | 1        | km2
3b33eaef12d078d6e62f8608b4d4f09a248ae0 | KM2.1L404 การวางแผนการดำเนินงาน K   | PDF   | evidence   | KM    | 0.06      | Ingested   | 2        | km2
7cf3b111accde8221baa05f96a21885609a7f4 | KM2.1L405 PEA KM Master Plan_สำหร   | PDF   | evidence   | KM    | 4.10      | Ingested   | 86       | km21l405-pea-km-mast
970b0e797ca0355db3b4775d3cf5949ab2615c | KM2.1L406 ติดตามผลผ่านระบบ km-sur   | PNG   | evidence   | KM    | 0.17      | Ingested   | 6        | km2
13ed891215adf49d8f2367e91c1a8197cd1f07 | KM2.1L407 ติดตามผลผ่านระบบ km-sur   | PNG   | evidence   | KM    | 0.17      | Ingested   | 6        | km21l407-km-survey
ce52417e3ea9faf09e76ead0c48765b65c89a0 | KM2.1L501 Learning Form ทำแผนฯ      | PDF   | evidence   | KM    | 0.57      | Ingested   | 28       | km2
a8a9903c8311bfe3b3d43c554ab2f57d5505d4 | KM2.1L502 PEA KM Master Plan_สำหร   | PDF   | evidence   | KM    | 1.42      | Ingested   | 64       | km21l502-pea-km-mast
4025df5659f42f7da30c5ea288dc6fb197a044 | KM2.1L503 Sipoc หลังปรับ            | PDF   | evidence   | KM    | 1.45      | Ingested   | 4        | km2
2ba9f03e8a108be8acf191b5f9b5d61969638d | KM2.2L101 เกณฑ์การจัดสรรร           | PDF   | evidence   | KM    | 0.12      | Ingested   | 4        | km2
e788f2924ce5bbc28f0f4a501813fa2a17636d | KM2.2L102 ขอบเขตงาน                 | PDF   | evidence   | KM    | 0.05      | Ingested   | 1        | km2
67f05ea16b12757f4db9c8274d8c4fb9310eba | KM2.2L103 ใบสั่งจ้าง                | PDF   | evidence   | KM    | 5.24      | Ingested   | 75       | km2
484c54c884073b48f093826787564a29e8b4df | KM2.2L104 อนุมัติหลักการ KM Imple   | PDF   | evidence   | KM    | 1.00      | Ingested   | 5        | km2
7ccbb90d6b438b7e3a2729caf83fe6994e1f1e | KM2.2L105 อนุมัติ Implementation    | PDF   | evidence   | KM    | 4.51      | Ingested   | 81       | km2
c1c23c1c0d01be945a00146988c4ecb020b2ce | KM2.2L201 เกณฑ์การจัดสรรร           | PDF   | evidence   | KM    | 0.12      | Ingested   | 4        | km2
ced62e353c803cc9d2f515a5f971c581e286a3 | KM2.2L202 ตัวอย่างการดำเนินการจัด   | PDF   | evidence   | KM    | 0.45      | Ingested   | 8        | km2
11e4bb16a8f89173318603751a651abdb703cf | KM2.2L203 ตัวอย่างการดำเนินการจัด   | PDF   | evidence   | KM    | 1.00      | Ingested   | 11       | km2
987f244c50597d510968cbb533b513973e819e | KM2.2L204 ตัวอย่างการดำเนินการจัด   | PDF   | evidence   | KM    | 1.23      | Ingested   | 49       | km2
81afc8131995d12719b842f3f8ac2b81eef6e5 | KM2.2L301 แผนแม่บท ปรับปรุงครั้งท   | PDF   | evidence   | KM    | 3.21      | Ingested   | 104      | km2
f927074007d566872e0f135d7e59c750555ba9 | KM2.2L302 งบประมาณในแผนแม่บท        | PDF   | evidence   | KM    | 1.08      | Ingested   | 68       | km2
a8536a98a15fb36a4389f138348ceb0d8b108b | KM2.2L303 ตัวอย่างการดำเนินการจัด   | PDF   | evidence   | KM    | 0.45      | Ingested   | 8        | km2
7d6e6251790e8810333f8a9f6f5d1817616093 | KM2.2L304 แจ้งการจัดสรรงบ           | PDF   | evidence   | KM    | 0.24      | Ingested   | 3        | km2
af5b006a5fec5d81d8f6810fa7149c613c1bff | KM2.2L305 ตัวอย่างหนังสือให้ดำเนิ   | PDF   | evidence   | KM    | 0.16      | Ingested   | 2        | km2
d67a36f814c27f4cd772fdb8dc4ecdc60856a7 | KM2.2L306 การวางแผนการดำเนินงาน K   | PDF   | evidence   | KM    | 0.06      | Ingested   | 2        | km2
134f8c92c52d8692915d42be9aa910564128e1 | KM2.2L401 process การดำเนินงาน 10   | PDF   | evidence   | KM    | 0.04      | Ingested   | 1        | km2
d96df3c0476146b3a85224829131d13b451636 | KM2.2L402 ผลการดำเนนิงาน รายงานบอ   | PDF   | evidence   | KM    | 0.06      | Ingested   | 3        | km2
cd9e85b2442d0897bdc4660a252abd6c09e54d | KM2.2L403 km-survey 3               | JPG   | evidence   | KM    | 0.07      | Ingested   | 11       | km2
fe020ab27ad40467d32f1fd8f926759ab7786c | KM2.2L404 km-survey 2               | JPG   | evidence   | KM    | 0.09      | Ingested   | 4        | km2
828a421d0f2a357c09ef9e67d1d4f3d878cfbc | KM2.2L405 km-survey                 | JPG   | evidence   | KM    | 0.11      | Ingested   | 3        | km2
61968789e07ae00aa64f863be637799314e91b | KM2.2L406 ตัวอย่างผลการดำเนินงาน    | PDF   | evidence   | KM    | 1.79      | Ingested   | 1        | km22l406
dc21ede9afdb07fb6c778f6c99e5ac7860a474 | KM2.2L501 ให้ประเมินผลการดำเนินงา   | PDF   | evidence   | KM    | 0.16      | Ingested   | 2        | km2
70ab6fd377405161a714d8a25b1c89efdc0513 | KM2.2L502 ขอ user canva             | PDF   | evidence   | KM    | 0.24      | Ingested   | 9        | km2
01b48cf5a07184c15b550974950f38cad152b9 | KM2.2L503 ขอ user canva 2           | PDF   | evidence   | KM    | 0.21      | Ingested   | 9        | km2
a4a5eec16049c8efc99c02a480c2d967e33d95 | KM2.2L504 ความพึงพอใจ จัดสรรงบ IT   | PDF   | evidence   | KM    | 0.04      | Ingested   | 2        | km2
6235c81dbd1d449a2521b39c5970f191e5459d | KM3.1L101 3.1-1 แผนการสื่อสารด้าน   | PDF   | evidence   | KM    | 0.23      | Ingested   | 3        | km31l101-3
5a4574a04d194b098f6675965a295c44a800ba | KM3.1L102 3.1-1 รูปภาพกิจกรรม Onb   | PDF   | evidence   | KM    | 0.97      | Ingested   | 1        | km31l102-31-1-onboar
ac5d4ba45691c9831944c899831dde5a52d727 | KM3.1L103 3.1-1 รูปภาพการเสวนาในห   | PDF   | evidence   | KM    | 1.04      | Ingested   | 1        | km31l103-3
90c5487cf0996e93d8319a0c8b025f88a6e3ae | KM3.1L104 3.1-1 นโยบายการจัดการคว   | PDF   | evidence   | KM    | 2.31      | Ingested   | 6        | km31l104-3
cf0db6ef18ee3bf129bad5f9f15547412bbf41 | KM3.1L201 รายงานการจัดฝึกอบรม ด้า   | PDF   | evidence   | KM    | 0.13      | Ingested   | 19       | km3
58a1404f3beae31c748cbb53c35f3864715876 | KM3.1L202 แผนพัฒนารายบุคคล (IDP)    | PDF   | evidence   | KM    | 0.22      | Ingested   | 1        | km3
5dcb11484138f121c909056e07e5ca0c211707 | KM3.1L203 3.1-2 ระบบประเมินผลการป   | PDF   | evidence   | KM    | 0.59      | Ingested   | 1        | km31l203-3
d1572c281a8448688d33395a055ad4656eaf59 | KM3.1L204 3.1-2 แผนฝึกอบรมด้านการ   | PDF   | evidence   | KM    | 1.29      | Ingested   | 73       | km31l204-3
5a3f78c4294bb92db0bc13177f600dbac85e3b | KM3.1L205 แผนที่การจัดกิจกรรมการจ   | PDF   | evidence   | KM    | 2.64      | Ingested   | 15       | km3
8b89b9e0b6d56056ae31cbbc75404fc8f9c93e | KM3.1L301 แผนที่การจัดกิจกรรมการจ   | PDF   | evidence   | KM    | 2.64      | Ingested   | 15       | km3
b5e574240052407fa636b0e92f944650d0356d | KM3.1L302 ภาพงานประชุมวิชาการและน   | PDF   | evidence   | KM    | 4.23      | Ingested   | 1        | km31l302
f317680bd15cfcda4e60e849629a68e5893327 | KM3.1L303 อนุมัติการจัดสรรงบประมา   | PDF   | evidence   | KM    | 4.51      | Ingested   | 81       | km3
9e8fc9a3fe43017155756425989ba8874174de | KM3.1L304 ภาพการจัดงาน Innovation   | PDF   | evidence   | KM    | 2.28      | Ingested   | 1        | km3
9cd50ed87d691b6675a3a5267cc3947f3827a6 | KM3.1L305 รูปการจัดกิจกรรม KM Tra   | PDF   | evidence   | KM    | 2.10      | Ingested   | 1        | km3
b378e8f5a95b0daad6bc7612e89ff858a7540a | KM3.1L306 การจัดกิจกรรม PEANE3 KM   | PDF   | evidence   | KM    | 1.98      | Ingested   | 26       | km31l306-peane3-km-s
e9f5ea099b09b3b07ee71065ff44a4cb4ec2f2 | KM3.1L307 การจัดกิจกรรม KM Day ขอ   | PDF   | evidence   | KM    | 1.82      | Ingested   | 46       | km31l307-km-day
122a38f9347a013d6a8c917ad665da10016a1c | KM3.1L308 PEA C2 KM Sharing Day 2   | PDF   | evidence   | KM    | 1.13      | Ingested   | 53       | km31l308-pea-c2-km-s
94cc83891c368010dbc1aad704545fd9f3b6ab | KM3.1L309 ระบบรายงานผลการดำเนินงา   | PDF   | evidence   | KM    | 0.26      | Ingested   | 1        | km3
923f6a7cb8f23bfaeea9a79761e53f6f7e87fa | KM3.1L401 กิจกรรมการจัดการความรู้   | PDF   | evidence   | KM    | 2.64      | Ingested   | 15       | km3
d884f143374b1a7176f019f9446321d5852f5d | KM3.1L402 3.1-4การยกย่องชมเชยต่อส   | PDF   | evidence   | KM    | 1.77      | Ingested   | 1        | km31l402-3
bc69d9204b52ffe9af1092b417605944c37e7d | KM3.1L403 3.1-4 การมอบรางวัล ในกา   | PDF   | evidence   | KM    | 0.84      | Ingested   | 1        | km31l403-31-4-2567
89349f53c94a5889f5a56e8def70976464d4b8 | KM3.1L404 3.1-4 การยกย่องชมเชยต่อ   | PDF   | evidence   | KM    | 0.39      | Ingested   | 1        | km31l404-3
3963cc282f6fd64a9985e63717eb30219fb6b3 | KM3.1L405 3.1-4การมอบรางวัลการจัด   | PDF   | evidence   | KM    | 10.26     | Ingested   | 1        | km31l405-3
993272f44789fe4de20391f18aaa681eadbce2 | KM3.1L406 3.1-4 การยกย่องชมเชยต่อ   | PDF   | evidence   | KM    | 3.79      | Ingested   | 1        | km31l406-3
32454f960049deea7fddec9d428f55103c1ee1 | KM3.1L501 3.1-5 ผลประเมินความความ   | PNG   | evidence   | KM    | 0.17      | Ingested   | 18       | km31l501-31-5
18f4b749d9ec536c9bde4324899ffa544c0f04 | KM3.1L502 3.1-5 Line Openchat ในช   | PDF   | evidence   | KM    | 0.60      | Ingested   | 1        | km31l502-3
3313f45041eaff99827ec43e36b3fdffd9919a | KM3.1L503 ตัวอย่างการปรับเปลี่ยนว   | PDF   | evidence   | KM    | 1.11      | Ingested   | 1        | km3
e03a2d189a84fb0e80ee6912500e547708bf22 | KM3.1L504 หลักสูตร Organizational   | PDF   | evidence   | KM    | 1.44      | Ingested   | 1        | km3
743eb63bc6109d9478c0d2658229e088a6e956 | KM3.1L505 3.1-5 ตัวอย่างการมอบราง   | PDF   | evidence   | KM    | 0.53      | Ingested   | 1        | km31l505-3
dfdb334a9a3872458eb1f43a960735d6f21f04 | KM3.2L101 การปรับปรุงพื้นที่ Cowo   | PDF   | evidence   | KM    | 2.16      | Ingested   | 1        | km3
f5aec7f5b061f65fcd672ba7adfb0cda3f7801 | KM3.2L102 รูปการจัดหลักสูตร อบรมเ   | PDF   | evidence   | KM    | 2.64      | Ingested   | 10       | km3
646e62d17ccdcb1e0165c3b67ad6842f81082e | KM3.2L103 ภาพงานประชุมวิชาการและน   | PDF   | evidence   | KM    | 4.23      | Ingested   | 1        | km32l103
0d008e37fb9ff317dab62738d3102bcb0e2707 | KM3.2L104 3.2-1การตอบรับการเข้าร่   | PDF   | evidence   | KM    | 5.95      | Ingested   | 6        | km32l104-32-1
bd2780526bffabbcf9142bd5af317b4cf220cb | KM3.2L105 ชุมชนนักปฏิบัติ (KM PEA   | PDF   | evidence   | KM    | 0.72      | Ingested   | 1        | km3
617cfbffd4810c3e0b2e747f03fab5f3fa1b9a | KM3.2L106 3.2-1 Line Openchat ในช   | PDF   | evidence   | KM    | 0.60      | Ingested   | 1        | km32l106-3
88e8fe81f4d86a0f0de6a755a42b8a638ed784 | KM3.2L107 3.2-1 ผลประเมินความพึงพ   | PNG   | evidence   | KM    | 0.13      | Ingested   | 18       | km32l107-3
d149d9c86f68917321cad800ab712feaee0e7f | KM3.2L201 3.2-2 นโยบายการจัดการคว   | PDF   | evidence   | KM    | 2.31      | Ingested   | 6        | km32l201-3
ae567429c90865090faa76dc7d2efac7ba9ee7 | KM3.2L202 3.2-2 ผลวัฒนธรรมองค์กรแ   | PNG   | evidence   | KM    | 0.16      | Ingested   | 20       | km32l202-32-2
68c0d790925de9ab813eab7e1c7eda44c95201 | KM3.2L203 3.2-2 ร้อยละการแสดงพฤติ   | PDF   | evidence   | KM    | 0.10      | Ingested   | 1        | km32l203-3
edf3fb5a2fd4fa88335b81dd5a65a412dfe663 | KM3.2L301 3.2-3 โครงการพัฒนาบุคลา   | PDF   | evidence   | KM    | 5.01      | Ingested   | 1        | km32l301-32-3
a582b5ab0d5f98d6beaed5e6a71ad032a253fa | KM3.2L302 3.2-3 การจัดงาน PEA Biz   | PDF   | evidence   | KM    | 2.55      | Ingested   | 123      | km32l302-3
1b0b04279e7e62ca13e50ed7772dbfb95b514f | KM3.2L303 3.2-3 รูปภาพโครงการ Sho   | PDF   | evidence   | KM    | 0.96      | Ingested   | 1        | km32l303-3
276d03bb9662448e551ce12b2e33a6f8cfc9ec | KM3.2L304 3.2-3หลักสูตร Critical    | PDF   | evidence   | KM    | 0.91      | Ingested   | 1        | km32l304-3
c631f61080a0fc6fb8e83e9e9d5f26ff48ca65 | KM3.2L305 3.2-3 สรุป Show and Sha   | PDF   | evidence   | KM    | 0.04      | Ingested   | 2        | km32l305-3
2b0d2895b4226cfef7b3927b04fe566d299423 | KM3.2L401 ผลประเมินความพึงพอใจของ   | PDF   | evidence   | KM    | 0.06      | Ingested   | 7        | km3
ba274712928751f6eaba19f235275163218c3d | KM3.2L402 3.2-4 ร้อยละการแสดงพฤติ   | PDF   | evidence   | KM    | 0.10      | Ingested   | 1        | km32l402-3
f4ddf08bd2631b9ebde54e8638a04a7461536d | KM3.2L403 3.2-4หลักสูตร Critical    | PDF   | evidence   | KM    | 0.91      | Ingested   | 1        | km32l403-3
4fb9fe828eea4e0832bde6a6e35ccaff03e072 | KM3.2L405 3.2-4 การศึกษาดูงานกับก   | PDF   | evidence   | KM    | 1.17      | Ingested   | 1        | km32l405-3
f7a66d87b176fff7c21e8f53c43e633a60866a | KM3.2L501 การประเมินทักษะการทำงาน   | PDF   | evidence   | KM    | 1.37      | Ingested   | 1        | km3
d45aaa884da0ed683879a2b4bb9882d2c97143 | KM3.2L502 3.2-5 รูปภาพโครงการ Sho   | PDF   | evidence   | KM    | 0.96      | Ingested   | 1        | km32l502-3
a6d63ffeecbe6242c8e8593271099a3b093cab | KM3.2L503 3.2-5 สรุป Show and Sha   | PDF   | evidence   | KM    | 0.04      | Ingested   | 2        | km32l503-3
7867bd34349b30d6e8bbc22d28e48b0067596f | KM3.2L504 3.2-5 การปรับปรุงพื้นที   | PDF   | evidence   | KM    | 2.16      | Ingested   | 1        | km32l504-3
39a157a0a93fa4f7107e46001b500502cc184b | KM3.3L102 3.3-1 แผนพัฒนารายบุคคล    | PDF   | evidence   | KM    | 0.50      | Ingested   | 1        | km33l102-3
aaef07acf74f570bcc2f4351c6225c11fc6355 | KM3.3L103 การจัดหลักสูตร Knowledg   | PDF   | evidence   | KM    | 8.23      | Ingested   | 1        | km3
66b6e13acf7e78db9a740949e959e45f495033 | KM3.3L201 โครงสร้างคณะกรรมการจัดก   | PDF   | evidence   | KM    | 0.04      | Ingested   | 3        | km3
